Word,Average Matches
pauls,1.286393
pavan,0.85183585
paved,1.2224622
paven,1.300216
paver,1.42419
paves,1.3295896
pavid,1.0457883
pavin,1.1235421
pavis,1.1529157
pawas,0.90064794
pawaw,0.6336933
pawed,1.2419007
pawer,1.4436285
pawks,0.9801296
pawky,0.8933045
pawls,1.1727862
pawns,1.1304536
paxes,1.2812095
payed,1.338229
payor,1.374514
paysd,1.1490281
peage,1.1451404
peags,1.3948164
peaks,1.3524837
peaky,1.2656587
peals,1.5451404
peans,1.5028077
peare,1.3771058
pears,1.6267818
peart,1.6479481
pease,1.2825054
peats,1.5533477
peaty,1.4665227
peavy,1.2427646
peaze,1.0306696
pebas,1.3805616
pechs,1.2298056
pecke,0.9036717
pecks,1.1533477
pecky,1.0665227
pedes,1.0453564
pedis,1.311879
pedro,1.4177105
peece,0.8272138
peeks,0.9645788
peels,1.1572354
peens,1.1149029
peeoy,1.0812095
peepe,0.6349892
peeps,0.8786177
peers,1.2388769
peery,1.1520518
peeve,0.69805616
peggy,0.91792655
peghs,1.1658747
peins,1.3896328
peise,1.1693305
peize,0.9174946
pekan,1.3231101
pekes,0.9727862
pekin,1.2099352
pekoe,1.0008639
pelas,1.5451404
pelau,1.4755939
peles,1.1654427
pelfs,1.2419007
pells,1.1645788
pelma,1.4069115
pelon,1.4138229
pelta,1.5663067
pelts,1.4406048
pends,1.2699784
pendu,1.200432
pened,1.0159827
penes,1.1231102
pengo,1.2634989
penie,1.1399568
penis,1.3896328
penks,1.1974082
penna,1.2397408
penni,1.1265659
pents,1.3982722
peons,1.4008639
peony,1.3140389
pepla,1.2812095
pepos,1.1663067
peppy,0.7926566
pepsi,1.1550756
perai,1.6393088
perce,1.1779698
percs,1.4276458
perdu,1.324406
perdy,1.3071275
perea,1.3727862
peres,1.2470843
peris,1.5136069
perks,1.3213823
perms,1.362851
perns,1.4717063
perog,1.387473
perps,1.2354212
perry,1.1537797
perse,1.2514039
perst,1.5222462
perts,1.5222462
perve,1.0488122
pervo,1.3222462
pervs,1.2984881
pervy,1.211663
pesos,1.1637149
pests,1.1611232
pesty,1.3408208
petar,1.6479481
peter,1.2682506
petit,1.1736501
petre,1.2725703
petri,1.5347732
petti,1.1809936
petto,1.1922246
pewee,0.72311014
pewit,1.2570194
peyse,1.0699784
phage,1.2915766
phang,1.0730022
phare,1.5235422
pharm,1.1961123
pheer,1.1468682
phene,1.0133909
pheon,1.2976242
phese,1.0427645
phial,1.2652268
phish,0.86090714
phizz,0.6077754
phlox,0.899784
phoca,1.1900648
phono,0.84190065
phons,1.1084234
phots,1.1589633
phpht,0.60431963
phuts,1.0656587
phyla,1.1658747
phyle,1.2293737
piani,1.0591793
pians,1.326134
pibal,1.2168467
pical,1.2950324
picas,1.2820734
piccy,0.80302376
picks,0.97667384
picot,1.2012959
picra,1.3766738
picul,1.099784
piend,1.2825054
piers,1.5136069
piert,1.5347732
pieta,1.5658747
piets,1.4401728
piezo,1.1909287
pight,1.0103672
pigmy,0.8673866
piing,0.7961123
pikas,1.17581
pikau,1.1062635
piked,1.1321814
piker,1.3339093
pikes,1.2393088
pikey,1.1524838
pikis,0.78963286
pikul,0.9935205
pilae,1.5576674
pilaf,1.1909287
pilao,1.3922247
pilar,1.4630669
pilau,1.29892
pilaw,1.1853132
pilch,1.0660907
pilea,1.5576674
piled,1.324838
pilei,1.1650108
piler,1.5265659
piles,1.4319655
pilis,0.98228943
pills,0.98790497
pilow,1.0833694
pilum,1.0349892
pilus,1.1732181
pimas,1.2172786
pimps,0.8259179
pinas,1.326134
pined,1.2825054
pines,1.3896328
pingo,1.086825
pings,1.063067
pinko,1.0444925
pinks,1.0207343
pinna,1.063067
pinny,0.85054
pinon,0.95809937
pinot,1.2453563
pinta,1.3473002
pints,1.2215983
pinup,0.8647948
pions,1.2241901
piony,1.137365
pious,1.1840173
pioye,1.3559395
pioys,1.1667386
pipal,1.1045356
pipas,1.0915767
piped,1.0479481
pipes,1.1550756
pipet,1.1762419
pipis,0.7053996
pipit,0.7265659
pippy,0.6159827
pipul,0.9092873
pirai,1.1831534
pirls,1.337365
pirns,1.2950324
pirog,1.2107991
pisco,1.1801296
pises,1.1524838
pisky,0.96328294
pisos,0.98704106
pissy,0.88077754
piste,1.4401728
pitas,1.3766738
piths,1.1477321
piton,1.2453563
pitot,1.0082073
pitta,1.1174946
piums,1.0220302
pixes,1.1680346
pized,1.0600432
pizes,1.1671706
plaas,1.0889848
plack,1.1028078
plage,1.4077754
plans,1.3265659
plaps,1.0902808
plash,1.2526997
plasm,1.2177106
plast,1.3771058
plats,1.3771058
platt,1.1101512
platy,1.2902808
playa,1.0047516
plays,1.2691145
pleas,1.5451404
plebe,1.0073434
plebs,1.2678186
plena,1.5157667
pleon,1.4138229
plesh,1.3161987
plews,1.2362851
plica,1.2950324
plies,1.4319655
plims,1.1045356
pling,1.076026
plink,1.0336933
ploat,1.4008639
plods,1.1468682
plong,1.087257
plonk,1.0449244
plook,0.8207343
plops,0.9883369
plots,1.275162
plotz,1.0233262
plouk,1.0047516
plows,1.0708424
ploye,1.3563715
ploys,1.1671706
plues,1.349892
pluff,0.7218143
plugs,1.0233262
plums,1.0224622
plumy,0.9356372
pluot,1.2056155
pluto,1.2056155
plyer,1.4272138
poach,1.1900648
poaka,0.9226782
poake,1.3762419
poboy,0.7399568
pocks,0.98790497
pocky,0.9010799
podal,1.2725703
poddy,0.7844492
podex,1.0721382
podge,1.1857451
podgy,0.9097192
podia,1.2721382
poems,1.2920086
poeps,1.1645788
poets,1.4514039
pogey,1.2060475
pogge,1.0285097
pogos,0.84103674
pohed,1.2198704
poilu,1.1969762
poind,1.1170627
pokal,1.2
poked,1.1434125
pokes,1.2505399
pokey,1.1637149
pokie,1.263067
poled,1.3360691
poler,1.537797
poles,1.4431965
poley,1.3563715
polio,1.0025918
polis,1.2665226
polje,1.187905
polks,1.074298
polls,0.9991361
polly,0.912311
polos,0.99136066
polts,1.275162
polys,1.1671706
pombe,1.1403887
pomes,1.2920086
pommy,0.7524838
pomos,0.84017277
pomps,0.837149
ponce,1.3274298
poncy,1.0514039
ponds,1.1045356
pones,1.4008639
poney,1.3140389
ponga,1.2
pongo,0.81036717
pongs,1.074298
pongy,0.987473
ponks,1.0319655
ponts,1.2328293
ponty,1.1460043
ponzu,0.8902808
poods,0.8777538
pooed,1.0669546
poofs,0.8073434
poofy,0.72051835
poohs,0.88164145
pooja,0.8552916
pooka,0.93088555
pooks,0.8051836
pools,0.99784017
poons,0.9555076
poops,0.7192225
poopy,0.6323974
poori,1.0920086
poort,1.1006479
poots,1.0060475
poove,0.97149026
poovy,0.6954644
popes,1.1663067
poppa,0.8397408
popsy,0.8902808
porae,1.65054
poral,1.474298
pored,1.4177105
porer,1.2613391
pores,1.524838
porge,1.387473
porgy,1.1114471
porin,1.3187906
porks,1.1559396
porky,1.0691144
porno,1.0423326
porns,1.3062634
porny,1.2194384
porta,1.4825054
ports,1.3568034
porty,1.2699784
posed,1.3231101
poses,1.1637149
posey,1.3434125
posho,0.8738661
posts,0.99568033
potae,1.5771059
potch,1.0855292
poted,1.3442764
potes,1.4514039
potin,1.2453563
potoo,0.7365011
potsy,1.175378
potto,0.7390929
potts,1.0030237
potty,0.91619873
pouff,0.7326134
poufs,0.9939525
pouke,1.1809936
pouks,0.9917927
poule,1.3736501
poulp,0.9183585
poult,1.2056155
poupe,1.0950325
poupt,0.92699784
pours,1.2660908
pouts,1.1926566
powan,1.1542116
powin,1.0410367
pownd,0.9213823
powns,1.0285097
powny,0.94168466
powre,1.3416847
poxed,1.0721382
poxes,1.1792656
poynt,1.1460043
poyou,0.82203025
poyse,1.3434125
pozzy,0.637581
praam,1.0323974
prads,1.3304535
prahu,1.2647948
prams,1.299352
prana,1.1438445
prang,1.2708423
praos,1.4613391
prase,1.6267818
prate,1.6479481
prats,1.4587473
pratt,1.1917926
praty,1.3719223
praus,1.3680346
prays,1.3507559
predy,1.3071275
preed,1.1429806
prees,1.250108
preif,1.3360691
prems,1.362851
premy,1.2760259
prent,1.4928726
preon,1.4954643
preop,1.2587473
preps,1.2354212
presa,1.6267818
prese,1.2406048
prest,1.5222462
preve,1.038013
prexy,1.163283
preys,1.4142549
prial,1.4630669
pricy,1.1641469
prief,1.3360691
prier,1.2522678
pries,1.5136069
prigs,1.187041
prill,1.0812095
prima,1.311879
primi,0.9200864
primp,0.9200864
prims,1.1861771
primy,1.099352
prink,1.1153347
prion,1.3187906
prise,1.5136069
priss,1.0665227
proas,1.4613391
probs,1.1840173
prods,1.2285097
proem,1.3866091
profs,1.1580993
progs,1.1982721
proin,1.3187906
proke,1.3451403
prole,1.537797
proll,1.0924406
promo,0.93088555
proms,1.1974082
pronk,1.1265659
props,1.0699784
prore,1.2578833
proso,1.0691144
pross,1.0777538
prost,1.3568034
prosy,1.2488121
proto,1.0902808
proul,1.2790496
prows,1.1524838
proyn,1.2194384
prunt,1.2341253
pruta,1.3892008
pryer,1.1529157
pryse,1.4142549
pseud,1.2298056
pshaw,1.0565875
psion,1.2241901
psoae,1.5559396
psoai,1.3792657
psoas,1.099784
psora,1.4613391
psych,0.9537797
psyop,0.88812095
pubco,0.9464363
pubes,1.1853132
pubis,1.0086393
pucan,1.1706264
pucer,1.3580993
puces,1.2634989
pucka,1.0203024
pucks,0.89460045
puddy,0.6911447
pudge,1.0924406
pudic,0.97969764
pudor,1.1589633
pudsy,0.9537797
pudus,0.7762419
puers,1.4315335
puffa,0.8306695
puffs,0.7049676
puggy,0.6591793
pugil,1.0358531
puhas,1.1701944
pujah,0.9149028
pujas,1.0181426
pukas,1.0937365
puked,1.050108
puker,1.2518358
pukes,1.1572354
pukey,1.0704104
pukka,0.82678187
pukus,0.7036717
pulao,1.3101512
pulas,1.286393
puled,1.2427646
puler,1.4444925
pules,1.349892
pulik,0.9935205
pulis,1.1732181
pulka,1.1066954
pulks,0.9809935
pulli,0.9183585
pulls,0.9058315
pully,0.8190065
pulmo,1.0462203
pulps,0.8950324
pulus,0.8963283
pumas,1.1352051
pumie,1.2112311
pumps,0.7438445
punas,1.2440605
punce,1.2341253
punga,1.1066954
pungs,0.9809935
punji,0.87559396
punka,1.0643629
punks,0.9386609
punky,0.85183585
punny,0.76846653
punto,1.163283
punts,1.1395248
punty,1.0526998
pupae,1.1987041
pupas,1.0095032
pupus,0.61943847
purda,1.2609072
pured,1.324406
pures,1.4315335
purin,1.2254859
puris,1.2548596
purls,1.2552916
purpy,0.8898488
purrs,0.9818575
pursy,1.1555076
purty,1.1766739
puses,1.0704104
pusle,1.349892
pussy,0.7987041
putid,1.074298
puton,1.163283
putti,0.9222462
putto,0.93347734
putts,0.9097192
puzel,1.0980562
pwned,1.086825
pyats,1.2773218
pyets,1.3408208
pygal,1.1317495
pyins,1.1136069
pylon,1.137797
pyned,1.1831534
pynes,1.2902808
pyoid,1.0596112
pyots,1.175378
pyral,1.3637149
pyran,1.3213823
pyres,1.4142549
pyrex,1.163283
pyric,1.1641469
pyros,1.2488121
pyxed,0.96155506
pyxes,1.0686826
pyxie,1.0812095
pyxis,0.89200866
pzazz,0.5572354
qadis,1.1114471
qaids,1.1114471
qajaq,0.42462203
qanat,0.9386609
qapik,0.9213823
qibla,1.0799136
qophs,0.8833693
qorma,1.1861771
quads,1.0293736
quaff,0.6976242
quags,0.9991361
quair,1.2436285
quais,1.1490281
quaky,0.8699784
quale,1.338661
quant,1.1282938
quare,1.4203024
quass,0.8786177
quate,1.3468683
quats,1.1576674
quayd,0.9425486
quays,1.0496761
qubit,0.8928726
quean,1.2963283
queme,0.8012959
quena,1.2963283
quern,1.2652268
queyn,1.0838013
queys,1.1131749
quich,0.84665227
quids,0.91619873
quiff,0.58444923
quims,0.8850972
quina,1.1196544
quine,1.1831534
quino,1.0177106
quins,0.9939525
quint,1.0151188
quipo,0.9295896
quips,0.9058315
quipu,0.6388769
quire,1.3071275
quirt,1.1390929
quist,1.0444925
quits,1.0444925
quoad,1.0531317
quods,0.9274298
quoif,0.8695464
quoin,1.0177106
quoit,1.0682505
quoll,0.7913607
quonk,0.82548594
quops,0.91706264
qursh,1.0021598
quyte,1.1343412
rabat,1.1654427
rabic,1.3425486
rabis,1.4159827
raced,1.5637149
races,1.6708423
rache,1.5676026
racks,1.3019439
racon,1.4760259
radge,1.499784
radix,1.2095033
radon,1.4423326
raffs,1.112311
rafts,1.398704
ragas,1.1585313
ragde,1.499784
raged,1.499784
ragee,1.3442764
rager,1.3481642
rages,1.6069114
ragga,0.8924406
raggs,1.1533477
raggy,1.0665227
ragis,1.4302375
ragus,1.3481642
rahed,1.5339093
rahui,1.3948164
raias,1.3084233
raids,1.4604752
raiks,1.387905
raile,1.7697624
rails,1.5805615
raine,1.7274297
rains,1.538229
raird,1.1948165
raita,1.3278618
raits,1.5887688
rajas,1.0406047
rajes,1.4889848
raked,1.4574515
rakee,1.3019439
raker,1.3058316
rakes,1.5645789
rakia,1.1269978
rakis,1.387905
rakus,1.3058316
rales,1.7572354
ramal,1.1706264
ramee,1.3434125
ramet,1.6272138
ramie,1.6185745
ramin,1.4
ramis,1.4293736
rammy,1.0665227
ramps,1.299352
ramus,1.3473002
ranas,1.2665226
rance,1.6414686
rands,1.4185746
ranee,1.4522678
ranga,1.1274298
rangi,1.4008639
rangs,1.3883369
rangy,1.3015119
ranid,1.4311016
ranis,1.538229
ranke,1.5352051
ranks,1.3460044
rants,1.5468682
raped,1.5196544
raper,1.3680346
rapes,1.6267818
raphe,1.5235422
rappe,1.3632829
rared,1.3714902
raree,1.2159827
rares,1.4786177
rarks,1.1097193
rased,1.637149
raser,1.4855292
rases,1.4777538
rasps,1.1710583
rasse,1.4820734
rasta,1.3153348
ratal,1.3300216
ratan,1.287689
ratas,1.3170626
ratch,1.3995681
rated,1.6583153
ratel,1.7784017
rater,1.5066955
rates,1.7654427
ratha,1.212095
rathe,1.6622031
raths,1.4730022
ratoo,1.3339093
ratos,1.6
ratus,1.5066955
rauns,1.4561555
raupo,1.3917927
raved,1.4345572
ravel,1.5546436
raver,1.2829374
raves,1.5416846
ravey,1.4548596
ravin,1.3356371
rawer,1.3023758
rawin,1.3550756
rawly,1.2980561
rawns,1.3425486
raxed,1.3861771
raxes,1.4933045
rayah,1.1058315
rayas,1.2090713
rayed,1.550324
rayle,1.6704104
rayne,1.6280777
razed,1.3853132
razee,1.2298056
razer,1.2336934
razes,1.4924406
razoo,1.0609071
readd,1.3701944
reads,1.637149
reais,1.7568035
reaks,1.5645789
realo,1.7809935
reals,1.7572354
reame,1.3563715
reams,1.6060475
reamy,1.5192225
reans,1.7149028
reaps,1.6267818
rears,1.4786177
reast,1.7654427
reata,1.5010799
reate,1.5157667
reave,1.2920086
rebbe,0.9529158
rebec,1.1395248
rebid,1.3723543
rebit,1.5006479
rebop,1.3732182
rebuy,1.3105831
recal,1.6838013
recce,1.0289416
recco,1.3023758
reccy,1.1917926
recit,1.5788337
recks,1.3654428
recon,1.5395248
recta,1.6920086
recti,1.5788337
recto,1.5900648
redan,1.6077753
redds,1.2488121
reddy,1.1619871
reded,0.9909287
redes,1.2574514
redia,1.6496761
redid,1.2574514
redip,1.4064795
redly,1.437581
redon,1.5058315
redos,1.5352051
redox,1.2842332
redry,1.1589633
redub,1.2902808
redux,1.1909287
redye,1.174946
reech,1.1796976
reede,1.0056156
reeds,1.2492441
reefs,1.1788337
reefy,1.0920086
reeks,1.1766739
reeky,1.0898488
reels,1.3693304
reens,1.3269979
reest,1.3775378
reeve,0.9101512
refed,1.0799136
refel,1.2
reffo,1.199568
refis,1.4535637
refix,1.2025918
refly,1.3671706
refry,1.088553
regar,1.3481642
reges,1.2272139
reggo,1.2406048
regie,1.2440605
regma,1.4686825
regna,1.5775378
regos,1.5049676
regur,1.1529157
rehem,1.1231102
reifs,1.4535637
reify,1.3667387
reiki,1.1853132
reiks,1.4514039
reink,1.4220302
reins,1.6017278
reird,1.2583153
reist,1.6522678
reive,1.1788337
rejig,1.2384449
rejon,1.3576674
reked,1.0777538
rekes,1.1848812
rekey,1.0980562
relet,1.398704
relie,1.3943845
relit,1.6652268
rello,1.400432
reman,1.5766739
remap,1.4885529
remen,1.1969762
remet,1.2475162
remex,0.975378
remix,1.2419007
renay,1.6280777
rends,1.4820734
reney,1.2483802
renga,1.5775378
renig,1.4643629
renin,1.3356371
renne,1.0764579
renos,1.6129589
rente,1.3606912
rents,1.6103672
reoil,1.6678185
reorg,1.2393088
repeg,1.1097193
repin,1.4842333
repla,1.6397408
repos,1.524838
repot,1.5460043
repps,1.237581
repro,1.2591792
reran,1.449244
rerig,1.2280778
resat,1.7654427
resaw,1.5611231
resay,1.6574514
resee,1.1183585
reses,1.0980562
resew,1.1814255
resid,1.5239741
resit,1.6522678
resod,1.5352051
resow,1.4591793
resto,1.6634989
rests,1.3732182
resty,1.5529158
resus,1.2825054
retag,1.6280777
retax,1.5144708
retem,1.2475162
retia,1.7779697
retie,1.4025918
retox,1.412527
revet,1.1831534
revie,1.1788337
rewan,1.5317495
rewax,1.3101512
rewed,1.074298
rewet,1.2025918
rewin,1.4185746
rewon,1.4298056
rewth,1.3533478
rexes,1.1136069
rezes,1.112743
rheas,1.6410367
rheme,1.1166307
rheum,1.3075594
rhies,1.5278617
rhime,1.3896328
rhine,1.4984881
rhody,1.1559396
rhomb,1.0600432
rhone,1.5097193
rhumb,0.96673864
rhyne,1.3991361
rhyta,1.3861771
riads,1.4604752
rials,1.5805615
riant,1.5593952
riata,1.324406
ribas,1.4159827
ribby,0.9390929
ribes,1.4794817
riced,1.45054
ricer,1.29892
rices,1.5576674
ricey,1.4708424
richt,1.286393
ricin,1.0786177
ricks,1.1887689
rides,1.5239741
ridgy,1.1105832
ridic,1.0008639
riels,1.6440605
riems,1.4928726
rieve,1.1680346
rifer,1.1948165
riffs,0.9991361
rifte,1.47473
rifts,1.2855291
rifty,1.1987041
riggs,1.0401728
rigol,1.3412527
riled,1.5369331
riles,1.6440605
riley,1.5572355
rille,1.3892008
rills,1.2
rimae,1.6185745
rimed,1.3857452
rimer,1.2341253
rimes,1.4928726
rimus,1.2341253
rinds,1.3053995
rindy,1.2185745
rines,1.6017278
rings,1.275162
rinks,1.2328293
rioja,1.3360691
riots,1.4868251
riped,1.4064795
ripes,1.5136069
ripps,1.0609071
rises,1.3645788
rishi,1.0717063
risks,0.99568033
risps,1.0578834
risus,1.1058315
rites,1.6522678
ritts,1.2038877
ritzy,1.1244061
rivas,1.3650109
rived,1.3213823
rivel,1.4414687
riven,1.3991361
rives,1.4285097
riyal,1.4937365
rizas,1.3157667
roads,1.4717063
roams,1.4406048
roans,1.54946
roars,1.313175
roary,1.22635
roate,1.7892009
robed,1.3835853
robes,1.4907128
roble,1.5036718
rocks,1.2
roded,1.2686825
rodes,1.5352051
roguy,1.1593952
rohes,1.5390929
roids,1.3585314
roils,1.4786177
roily,1.3917927
roins,1.4362851
roist,1.4868251
rojak,1.1438445
rojis,1.2103672
roked,1.3555076
roker,1.2038877
rokes,1.462635
rolag,1.4544276
roles,1.6552916
rolfs,1.2885529
rolls,1.2112311
romal,1.4535637
roman,1.4112312
romeo,1.2401727
romps,1.1974082
ronde,1.5058315
rondo,1.0526998
roneo,1.3490281
rones,1.6129589
ronin,1.1701944
ronne,1.349892
ronte,1.6341252
ronts,1.4449244
roods,1.0898488
roofs,1.0194384
roofy,0.9326134
rooks,1.0172787
rooky,0.93045354
rooms,1.0587473
roons,1.1676025
roops,1.0794816
roopy,0.9926566
roosa,1.3226782
roose,1.3861771
roots,1.2181425
rooty,1.1313175
roped,1.4177105
roper,1.2660908
ropes,1.524838
ropey,1.438013
roque,1.3183585
roral,1.326134
rores,1.3766738
roric,1.1265659
rorid,1.0928726
rorie,1.3892008
rorts,1.2086393
rorty,1.1218143
rosed,1.5352051
roses,1.3758099
roset,1.6634989
roshi,1.362419
rosin,1.4362851
rosit,1.4868251
rosti,1.4868251
rosts,1.2077754
rotal,1.6129589
rotan,1.5706264
rotas,1.6
rotch,1.2976242
roted,1.5563715
rotes,1.6634989
rotis,1.4868251
rotls,1.487257
roton,1.1822894
rotos,1.211663
rotte,1.4043196
rouen,1.5434126
roues,1.5727862
roule,1.5857451
rouls,1.3965442
roums,1.2453563
roups,1.2660908
roupy,1.1792656
roust,1.4047517
routh,1.3015119
routs,1.4047517
roved,1.3326133
roven,1.4103671
roves,1.4397408
rowan,1.3663067
rowed,1.3520519
rowel,1.4721383
rowen,1.4298056
rowie,1.4717063
rowme,1.3209503
rownd,1.1334773
rowth,1.187905
rowts,1.2911447
royne,1.5261339
royst,1.387473
rozet,1.411663
rozit,1.2349892
ruana,1.1917926
rubai,1.3464363
rubby,0.8570194
rubel,1.4103671
rubes,1.3974082
rubin,1.1913607
ruble,1.4103671
rubli,1.2336934
rubus,0.9438445
ruche,1.3723543
rucks,1.1066954
rudas,1.3784018
rudds,0.9900648
rudes,1.4419006
rudie,1.4544276
rudis,1.2652268
rueda,1.5676026
ruers,1.2833693
ruffe,1.1062635
ruffs,0.91706264
rugae,1.537365
rugal,1.3611231
ruggy,0.8712743
ruing,1.2056155
ruins,1.3429805
rukhs,1.0768899
ruled,1.4548596
rules,1.561987
rumal,1.3602592
rumbo,1.0937365
rumen,1.3814255
rumes,1.4107991
rumly,1.1477321
rummy,0.8712743
rumpo,1.1278617
rumps,1.1041037
rumpy,1.0172787
runch,1.1537797
runds,1.2233261
runed,1.412527
runes,1.5196544
rungs,1.1930885
runic,1.2695464
runny,0.98056155
runts,1.3516198
runty,1.2647948
rupia,1.3805616
rurps,0.97667384
rurus,0.8298056
rusas,1.2190065
ruses,1.2825054
rushy,1.1697624
rusks,0.9136069
rusma,1.3473002
russe,1.2868251
rusts,1.1144708
ruths,1.2777538
rutin,1.3641468
rutty,1.0349892
ryals,1.4812095
rybat,1.3377969
ryked,1.2449244
rykes,1.3520519
rymme,1.1300216
rynds,1.2060475
ryots,1.387473
ryper,1.1555076
saags,0.78920084
sabal,1.062635
sabed,1.3909287
saber,1.5926566
sabes,1.2311015
sabha,0.9447084
sabin,1.2920086
sabir,1.4159827
sable,1.5110152
sabot,1.3537797
sabra,1.1425486
sabre,1.5926566
sacks,0.94038874
sacra,1.2207344
saddo,1.1144708
sades,1.275594
sadhe,1.4393089
sadhu,1.1805615
sadis,1.0989201
sados,1.1101512
sadza,0.8406047
safed,1.3650109
safes,1.2051836
sagas,0.79697627
sager,1.6069114
sages,1.2453563
saggy,0.9719222
sagos,1.0799136
sagum,1.1153347
saheb,1.3948164
sahib,1.2181425
saice,1.5887688
saick,1.2198704
saics,1.1326134
saids,1.0989201
saiga,1.07473
sails,1.2190065
saims,1.0678185
saine,1.6328294
sains,1.1766739
sairs,1.300648
saist,1.2328293
saith,1.3909287
sajou,1.1593952
sakai,1.0341253
saker,1.5645789
sakes,1.2030238
sakia,1.0323974
sakis,1.0263499
sakti,1.3144709
salal,0.9473002
salat,1.2354212
salep,1.5451404
sales,1.3956803
salet,1.6838013
salic,1.412527
salix,1.2349892
salle,1.4077754
salmi,1.3477322
salol,1.2302376
salop,1.3796977
salpa,1.0950325
salps,1.0889848
salse,1.4012959
salto,1.5183586
salts,1.2276458
salue,1.5930885
salut,1.425054
saman,1.0336933
samas,0.7961123
samba,0.9097192
sambo,1.1943845
samek,1.3317494
samel,1.5244061
samen,1.4820734
sames,1.2444924
samey,1.424622
samfu,1.0751619
sammy,0.9719222
sampi,1.2172786
samps,0.93779695
sands,1.0570195
saned,1.5131749
sanes,1.3533478
sanga,1.0328294
sangh,1.1904968
sango,1.3174946
sangs,1.0267819
sanko,1.275162
sansa,0.9088553
santo,1.4760259
sants,1.1853132
saola,1.2362851
sapan,1.0544276
sapid,1.2483802
sapor,1.4613391
saran,1.2665226
sards,1.1809936
sared,1.637149
saree,1.4816414
sarge,1.6069114
sargo,1.4414687
sarin,1.538229
saris,1.300648
sarks,1.1084234
sarky,1.2885529
sarod,1.4717063
saros,1.311879
sarus,1.2185745
saser,1.4786177
sasin,1.1779698
sasse,1.1265659
satai,1.2349892
satay,1.1356372
sated,1.5637149
satem,1.5326134
sates,1.4038876
satis,1.2272139
sauba,0.9784017
sauch,1.2142549
saugh,1.150324
sauls,1.1369331
sault,1.425054
saunt,1.3827214
saury,1.398704
sauts,1.1451404
saved,1.3399568
saver,1.5416846
saves,1.1801296
savey,1.3602592
savin,1.2410368
sawah,0.9149028
sawed,1.3593953
sawer,1.5611231
saxes,1.1317495
sayed,1.4557235
sayer,1.6574514
sayid,1.2790496
sayne,1.5334773
sayon,1.3680346
sayst,1.1334773
sazes,1.1308855
scabs,0.9684665
scads,1.012959
scaff,0.94816417
scags,0.9827214
scail,1.412527
scala,1.1356372
scall,1.1438445
scams,0.9818575
scand,1.2505399
scans,1.0907128
scapa,1.0051836
scape,1.4587473
scapi,1.2820734
scarp,1.3641468
scars,1.2146869
scart,1.5028077
scath,1.3049676
scats,1.1412528
scatt,1.1412528
scaud,1.2103672
scaup,1.2
scaur,1.4120951
scaws,0.93693304
sceat,1.5974082
scena,1.5468682
scend,1.3140389
schav,1.0812095
schmo,1.0436285
schul,1.1015118
schwa,1.1006479
sclim,1.1485962
scody,1.0911447
scogs,0.88077754
scoog,0.8941685
scoot,1.0526998
scopa,1.2933046
scops,0.90064794
scots,1.0393089
scoug,1.0781858
scoup,1.0980562
scowp,0.98444927
scows,0.8349892
scrab,1.3300216
scrae,1.6708423
scrag,1.3442764
scran,1.4522678
scrat,1.5028077
scraw,1.2984881
scray,1.3948164
scrim,1.2302376
scrip,1.2509719
scrob,1.2280778
scrod,1.2725703
scrog,1.2423326
scrow,1.1965443
scudi,1.0971922
scudo,1.1084234
scuds,0.8177106
scuff,0.75291574
scuft,1.0354211
scugs,0.787473
sculk,1.025054
scull,0.9485961
sculp,1.087257
sculs,0.93779695
scums,0.78660905
scups,0.8073434
scurf,1.1088552
scurs,1.0194384
scuse,1.1196544
scuta,1.338661
scute,1.4021598
scuts,0.94600433
scuzz,0.6730022
scyes,1.0967603
sdayn,1.237149
sdein,1.4
seals,1.3956803
seame,1.2617711
seams,1.2444924
seamy,1.424622
seans,1.3533478
seare,1.4946004
sears,1.4773219
sease,1.1386609
seats,1.4038876
seaze,1.1481642
sebum,1.1645788
secco,1.2077754
sechs,1.0803456
sects,1.2047516
seder,1.2574514
sedes,0.8958963
sedge,1.0298057
sedgy,1.1926566
sedum,1.2090713
seeds,0.887689
seeks,0.8151188
seeld,1.1676025
seels,1.0077754
seely,1.187905
seems,0.85658747
seeps,0.87732184
seepy,1.0574514
seers,1.0894169
sefer,1.187041
segar,1.6069114
segni,1.3697624
segno,1.3809935
segol,1.4233261
segos,1.1434125
sehri,1.5278617
seifs,1.0920086
seils,1.2825054
seine,1.2574514
seirs,1.3641468
seise,1.025486
seism,1.1369331
seity,1.4708424
seiza,1.4103671
sekos,1.10108
sekts,1.0984881
selah,1.5593952
seles,1.0159827
selfs,1.0924406
sella,1.4077754
selle,1.0323974
sells,1.0151188
selva,1.4600432
semee,0.88552916
semes,0.8647948
semie,1.1485962
semis,1.1313175
senas,1.3533478
sends,1.1205183
senes,0.9736501
sengi,1.3697624
senna,1.3572354
senor,1.6129589
sensa,1.3589633
sensi,1.2457883
sente,1.2660908
senti,1.5282937
sents,1.2488121
senvy,1.2051836
senza,1.3684665
sepad,1.425054
sepal,1.5451404
sepic,1.3455724
sepoy,1.3434125
septa,1.5533477
septs,1.1606911
serac,1.6708423
serai,1.7568035
seral,1.7572354
sered,1.2574514
serer,1.10108
seres,1.0976242
serfs,1.174082
serge,1.2315335
seric,1.5576674
serin,1.6017278
serks,1.1719222
seron,1.6129589
serow,1.4591793
serra,1.4838012
serre,1.1084234
serrs,1.0911447
serry,1.2712743
